GeneID	k_cluster	Gene name	Human gene stable ID	Human gene name	Mouse gene stable ID	Mouse gene name
ENSCAFG00000017270	7	PGK1	ENSG00000102144	PGK1	ENSMUSG00000062070	Pgk1
ENSCAFG00000017290	3	LPAR4	ENSG00000147145	LPAR4	ENSMUSG00000049929	Lpar4
ENSCAFG00000017294	6	P2RY10	ENSG00000078589	P2RY10	ENSMUSG00000050921	P2ry10
ENSCAFG00000017308	5	STON2	ENSG00000140022	STON2	ENSMUSG00000020961	Ston2
ENSCAFG00000017315	0	SEL1L	ENSG00000071537	SEL1L	ENSMUSG00000020964	Sel1l
ENSCAFG00000017318	5	EBF1	ENSG00000164330	EBF1	ENSMUSG00000057098	Ebf1
ENSCAFG00000017326	4	CNN1	ENSG00000130176	CNN1	ENSMUSG00000001349	Cnn1
ENSCAFG00000017342	6	GPR65	ENSG00000140030	GPR65	ENSMUSG00000021886	Gpr65
ENSCAFG00000017365	8	TMEM100	ENSG00000166292	TMEM100	ENSMUSG00000069763	Tmem100
ENSCAFG00000017387	6	PIK3R5	ENSG00000141506	PIK3R5	ENSMUSG00000020901	Pik3r5
ENSCAFG00000017401	4	POF1B	ENSG00000124429	POF1B	ENSMUSG00000034607	Pof1b
ENSCAFG00000017404	1	SCPEP1	ENSG00000121064	SCPEP1	ENSMUSG00000000278	Scpep1
ENSCAFG00000017425	5	CUEDC1	ENSG00000180891	CUEDC1	ENSMUSG00000018378	Cuedc1
ENSCAFG00000017427	8	CFAP52	ENSG00000166596	CFAP52	ENSMUSG00000020904	Cfap52
ENSCAFG00000017455	5	GAS7	ENSG00000007237	GAS7	ENSMUSG00000033066	Gas7
ENSCAFG00000017469	7	CALML4	ENSG00000129007	CALML4	ENSMUSG00000032246	Calml4
ENSCAFG00000017474	6	MPO	ENSG00000005381	MPO	ENSMUSG00000009350	Mpo
ENSCAFG00000017480	0	AQP8	ENSG00000103375	AQP8	ENSMUSG00000030762	Aqp8
ENSCAFG00000017482	5	ITGA11	ENSG00000137809	ITGA11	ENSMUSG00000032243	Itga11
ENSCAFG00000017511	5	NPR1	ENSG00000169418	NPR1	ENSMUSG00000027931	Npr1
ENSCAFG00000017534	11	ANGPTL8	ENSG00000130173	ANGPTL8	ENSMUSG00000047822	Angptl8
ENSCAFG00000017537	1	CHTOP	ENSG00000160679	CHTOP	ENSMUSG00000001017	Chtop
ENSCAFG00000017544	4	S100A14	ENSG00000189334	S100A14	ENSMUSG00000042306	S100a14
ENSCAFG00000017565	6	ITK	ENSG00000113263	ITK	ENSMUSG00000020395	Itk
ENSCAFG00000017568	4	NOX1	ENSG00000007952	NOX1	ENSMUSG00000031257	Nox1
ENSCAFG00000017596	7	TMEM220	ENSG00000187824	TMEM220	ENSMUSG00000050270	Tmem220
ENSCAFG00000017597	4	PIRT	ENSG00000233670	PIRT	ENSMUSG00000048070	Pirt
ENSCAFG00000017609	8	FAM181A	ENSG00000140067	FAM181A	ENSMUSG00000096753	Fam181a
ENSCAFG00000017622	6	PRKCB	ENSG00000166501	PRKCB	ENSMUSG00000052889	Prkcb
ENSCAFG00000017623	3	LRRC49	ENSG00000137821	LRRC49	ENSMUSG00000047766	Lrrc49
ENSCAFG00000017628	6	C20H19orf38	ENSG00000214212	C19orf38	ENSMUSG00000057191	AB124611
ENSCAFG00000017631	11	TMED1	ENSG00000099203	TMED1	ENSMUSG00000032180	Tmed1
ENSCAFG00000017641	4	HAND1	ENSG00000113196	HAND1	ENSMUSG00000037335	Hand1
ENSCAFG00000017643	4	ERN2	ENSG00000134398	ERN2	ENSMUSG00000030866	Ern2
ENSCAFG00000017658	2	PLK1	ENSG00000166851	PLK1	ENSMUSG00000030867	Plk1
ENSCAFG00000017669	6	BTK	ENSG00000010671	BTK	ENSMUSG00000031264	Btk
ENSCAFG00000017684	5	GSC	ENSG00000133937	GSC	ENSMUSG00000021095	Gsc
ENSCAFG00000017687	4	SCNN1B	ENSG00000168447	SCNN1B	ENSMUSG00000030873	Scnn1b
ENSCAFG00000017690	4	SCNN1G	ENSG00000166828	SCNN1G	ENSMUSG00000000216	Scnn1g
ENSCAFG00000017709	10	CLMN	ENSG00000165959	CLMN	ENSMUSG00000021097	Clmn
ENSCAFG00000017715	5	SLC44A2	ENSG00000129353	SLC44A2	ENSMUSG00000057193	Slc44a2
ENSCAFG00000017740	8	TBX4	ENSG00000121075	TBX4	ENSMUSG00000000094	Tbx4
ENSCAFG00000017745	8	TBX2	ENSG00000121068	TBX2	ENSMUSG00000000093	Tbx2
ENSCAFG00000017746	4	AP1M2	ENSG00000129354	AP1M2	ENSMUSG00000003309	Ap1m2
ENSCAFG00000017769	8	DNAH9	ENSG00000007174	DNAH9	ENSMUSG00000056752	Dnah9
ENSCAFG00000017778	3	GPRASP2	ENSG00000158301	GPRASP2	ENSMUSG00000072966	Gprasp2
ENSCAFG00000017779	3	NEO1	ENSG00000067141	NEO1	ENSMUSG00000032340	Neo1
ENSCAFG00000017786	9	FHOD3	ENSG00000134775	FHOD3	ENSMUSG00000034295	Fhod3
ENSCAFG00000017790	5	PDE4A	ENSG00000065989	PDE4A	ENSMUSG00000032177	Pde4a
ENSCAFG00000017814	3	ZP2	ENSG00000103310	ZP2	ENSMUSG00000030911	Zp2
ENSCAFG00000017829	4	CA4	ENSG00000167434	CA4	ENSMUSG00000000805	Car4
ENSCAFG00000017844	8	DNAH3	ENSG00000158486	DNAH3	ENSMUSG00000052273	Dnah3
ENSCAFG00000017853	9	LHX1	ENSG00000273706	LHX1	ENSMUSG00000018698	Lhx1
ENSCAFG00000017863	3	MYOCD	ENSG00000141052	MYOCD	ENSMUSG00000020542	Myocd
ENSCAFG00000017867	4	EML1	ENSG00000066629	EML1	ENSMUSG00000058070	Eml1
ENSCAFG00000017875	8	ARHGAP44	ENSG00000006740	ARHGAP44	ENSMUSG00000033389	Arhgap44
ENSCAFG00000017877	9	STRA6	ENSG00000137868	STRA6	ENSMUSG00000032327	Stra6
ENSCAFG00000017885	1	SERPINA7	ENSG00000123561	SERPINA7	ENSMUSG00000031271	Serpina7
ENSCAFG00000017888	3	CYP11A1	ENSG00000140459	CYP11A1	ENSMUSG00000032323	Cyp11a1
ENSCAFG00000017892	6	DNMT1	ENSG00000130816	DNMT1	ENSMUSG00000004099	Dnmt1
ENSCAFG00000017893	6	HS3ST3A1	ENSG00000153976	HS3ST3A1	ENSMUSG00000047759	Hs3st3a1
ENSCAFG00000017919	0	BEGAIN	ENSG00000183092	BEGAIN	ENSMUSG00000040867	Begain
ENSCAFG00000017920	11	ANGPTL6	ENSG00000130812	ANGPTL6	ENSMUSG00000038742	Angptl6
ENSCAFG00000017931	10	RNF128	ENSG00000133135	RNF128	ENSMUSG00000031438	Rnf128
ENSCAFG00000017937	1	CYP1A1	ENSG00000140465	CYP1A1	ENSMUSG00000032315	Cyp1a1
ENSCAFG00000017941	1	CYP1A2	ENSG00000140505	CYP1A2	ENSMUSG00000032310	Cyp1a2
ENSCAFG00000017943	1	ANXA6	ENSG00000197043	ANXA6	ENSMUSG00000018340	Anxa6
ENSCAFG00000017945	6	CSK	ENSG00000103653	CSK	ENSMUSG00000032312	Csk
ENSCAFG00000018002	6	KLHL14	ENSG00000197705	KLHL14	ENSMUSG00000042514	Klhl14
ENSCAFG00000018004	4	VSIG1	ENSG00000101842	VSIG1	ENSMUSG00000031430	Vsig1
ENSCAFG00000018012	6	TRPV2	ENSG00000187688	TRPV2	ENSMUSG00000018507	Trpv2
ENSCAFG00000018016	3	COL4A6	ENSG00000197565	COL4A6	ENSMUSG00000031273	Col4a6
ENSCAFG00000018020	3	COL4A5	ENSG00000188153	COL4A5	ENSMUSG00000031274	Col4a5
ENSCAFG00000018021	9	UMOD	ENSG00000169344	UMOD	ENSMUSG00000030963	Umod
ENSCAFG00000018023	0	GP2	ENSG00000169347	GP2	ENSMUSG00000030954	Gp2
ENSCAFG00000018027	5	GPRC5B	ENSG00000167191	GPRC5B	ENSMUSG00000008734	Gprc5b
ENSCAFG00000018046	11	TTR	ENSG00000118271	TTR	ENSMUSG00000061808	Ttr
ENSCAFG00000018073	6	PSTPIP1	ENSG00000140368	PSTPIP1	ENSMUSG00000032322	Pstpip1
ENSCAFG00000018081	2	SPECC1	ENSG00000128487	SPECC1	ENSMUSG00000042331	Specc1
ENSCAFG00000018092	4	TMC5	ENSG00000103534	TMC5	ENSMUSG00000030650	Tmc5
ENSCAFG00000018101	6	CD74	ENSG00000019582	CD74	ENSMUSG00000024610	Cd74
ENSCAFG00000018115	1	CDH2	ENSG00000170558	CDH2	ENSMUSG00000024304	Cdh2
ENSCAFG00000018117	3	CHRDL1	ENSG00000101938	CHRDL1	ENSMUSG00000031283	Chrdl1
ENSCAFG00000018143	7	ETFA	ENSG00000140374	ETFA	ENSMUSG00000032314	Etfa
ENSCAFG00000018150	10	HNF1B	ENSG00000275410	HNF1B	ENSMUSG00000020679	Hnf1b
ENSCAFG00000018158	3	ZNF521	ENSG00000198795	ZNF521	ENSMUSG00000024420	Zfp521
ENSCAFG00000018166	11	ALDH3A2	ENSG00000072210	ALDH3A2	ENSMUSG00000010025	Aldh3a2
ENSCAFG00000018168	1	TTC39C	ENSG00000168234	TTC39C	ENSMUSG00000024424	Ttc39c
ENSCAFG00000018173	4	LAMA3	ENSG00000053747	LAMA3	ENSMUSG00000024421	Lama3
ENSCAFG00000018177	5	XYLT1	ENSG00000103489	XYLT1	ENSMUSG00000030657	Xylt1
ENSCAFG00000018182	5	MMP28	ENSG00000271447	MMP28	ENSMUSG00000020682	Mmp28
ENSCAFG00000018197	7	ABCC6	ENSG00000091262	ABCC6	ENSMUSG00000030834	Abcc6
ENSCAFG00000018206	8	B9D1	ENSG00000108641	B9D1	ENSMUSG00000001039	B9d1
ENSCAFG00000018210	4	CDX1	ENSG00000113722	CDX1	ENSMUSG00000024619	Cdx1
ENSCAFG00000018214	5	PDGFRB	ENSG00000113721	PDGFRB	ENSMUSG00000024620	Pdgfrb
ENSCAFG00000018236	3	LRCH2	ENSG00000130224	LRCH2	ENSMUSG00000031290	Lrch2
ENSCAFG00000018240	4	SLC26A2	ENSG00000155850	SLC26A2	ENSMUSG00000034320	Slc26a2
ENSCAFG00000018253	7	SHMT1	ENSG00000176974	SHMT1	ENSMUSG00000020534	Shmt1
ENSCAFG00000018275	2	PPARGC1B	ENSG00000155846	PPARGC1B	ENSMUSG00000033871	Ppargc1b
ENSCAFG00000018303	8	AFAP1L1	ENSG00000157510	AFAP1L1	ENSMUSG00000033032	Afap1l1
ENSCAFG00000018312	1	CLEC4G	ENSG00000182566	CLEC4G	ENSMUSG00000074491	Clec4g
ENSCAFG00000018322	4	LRRC8E	ENSG00000171017	LRRC8E	ENSMUSG00000046589	Lrrc8e
ENSCAFG00000018339	6	ADRB2	ENSG00000169252	ADRB2	ENSMUSG00000045730	Adrb2
ENSCAFG00000018361	10	TMEM98	ENSG00000006042	TMEM98	ENSMUSG00000035413	Tmem98
ENSCAFG00000018372	7	PGRMC1	ENSG00000101856	PGRMC1	ENSMUSG00000006373	Pgrmc1
ENSCAFG00000018382	11	PSMD11	ENSG00000108671	PSMD11	ENSMUSG00000017428	Psmd11
ENSCAFG00000018405	10	FST	ENSG00000134363	FST	ENSMUSG00000021765	Fst
ENSCAFG00000018449	0	ISL1	ENSG00000016082	ISL1	ENSMUSG00000042258	Isl1
ENSCAFG00000018451	3	RASD1	ENSG00000108551	RASD1	ENSMUSG00000049892	Rasd1
ENSCAFG00000018461	3	TMEM255A	ENSG00000125355	TMEM255A	ENSMUSG00000036502	Tmem255a
ENSCAFG00000018492	6	CRLF3	ENSG00000176390	CRLF3	ENSMUSG00000017561	Crlf3
ENSCAFG00000018510	7	LAMP2	ENSG00000005893	LAMP2	ENSMUSG00000016534	Lamp2
ENSCAFG00000018530	11	MAP2K3	ENSG00000034152	MAP2K3	ENSMUSG00000018932	Map2k3
ENSCAFG00000018540	6	MYO1F	ENSG00000142347	MYO1F	ENSMUSG00000024300	Myo1f
ENSCAFG00000018556	3	DNAI4	ENSG00000152763	DNAI4	ENSMUSG00000035126	Dnai4
ENSCAFG00000018560	3	MYH11	ENSG00000133392	MYH11	ENSMUSG00000018830	Myh11
ENSCAFG00000018572	7	HMGCS1	ENSG00000112972	HMGCS1	ENSMUSG00000093930	Hmgcs1
ENSCAFG00000018589	9	OXCT1	ENSG00000083720	OXCT1	ENSMUSG00000022186	Oxct1
ENSCAFG00000018590	6	VAV1	ENSG00000141968	VAV1	ENSMUSG00000034116	Vav1
ENSCAFG00000018591	3	ARHGAP28	ENSG00000088756	ARHGAP28	ENSMUSG00000024043	Arhgap28
ENSCAFG00000018598	1	C6	ENSG00000039537	C6	ENSMUSG00000022181	C6
ENSCAFG00000018617	3	RAVER2	ENSG00000162437	RAVER2	ENSMUSG00000035275	Raver2
ENSCAFG00000018622	9	DAB2	ENSG00000153071	DAB2	ENSMUSG00000022150	Dab2
ENSCAFG00000018625	1	C3	ENSG00000125730	C3	ENSMUSG00000024164	C3
ENSCAFG00000018626	1	C9	ENSG00000113600	C9	ENSMUSG00000022149	C9
ENSCAFG00000018629	6	WSB1	ENSG00000109046	WSB1	ENSMUSG00000017677	Wsb1
ENSCAFG00000018636	6	DENND1C	ENSG00000205744	DENND1C	ENSMUSG00000002668	Dennd1c
ENSCAFG00000018655	10	TMEM97	ENSG00000109084	TMEM97	ENSMUSG00000037278	Tmem97
ENSCAFG00000018670	1	PGM1	ENSG00000079739	PGM1	ENSMUSG00000025791	Pgm1
ENSCAFG00000018692	9	SLC13A2	ENSG00000007216	SLC13A2	ENSMUSG00000001095	Slc13a2
ENSCAFG00000018700	9	XPNPEP2	ENSG00000122121	XPNPEP2	ENSMUSG00000037005	Xpnpep2
ENSCAFG00000018703	6	SASH3	ENSG00000122122	SASH3	ENSMUSG00000031101	Sash3
ENSCAFG00000018704	5	SLC1A3	ENSG00000079215	SLC1A3	ENSMUSG00000005360	Slc1a3
ENSCAFG00000018727	3	RAB31	ENSG00000168461	RAB31	ENSMUSG00000056515	Rab31
ENSCAFG00000018735	2	ELF4	ENSG00000102034	ELF4	ENSMUSG00000031103	Elf4
ENSCAFG00000018737	5	APCDD1	ENSG00000154856	APCDD1	ENSMUSG00000071847	Apcdd1
ENSCAFG00000018747	7	AIFM1	ENSG00000156709	AIFM1	ENSMUSG00000036932	Aifm1
ENSCAFG00000018752	6	IL7R	ENSG00000168685	IL7R	ENSMUSG00000003882	Il7r
ENSCAFG00000018760	10	PDXDC1	ENSG00000179889	PDXDC1	ENSMUSG00000022680	Pdxdc1
ENSCAFG00000018768	0	GPR119	ENSG00000147262	GPR119	ENSMUSG00000051209	Gpr119
ENSCAFG00000018790	7	AGXT2	ENSG00000113492	AGXT2	ENSMUSG00000089678	Agxt2
ENSCAFG00000018798	7	ANGPTL3	ENSG00000132855	ANGPTL3	ENSMUSG00000028553	Angptl3
ENSCAFG00000018817	7	AFG3L2	ENSG00000141385	AFG3L2	ENSMUSG00000024527	Afg3l2
ENSCAFG00000018828	5	CIDEA	ENSG00000176194	CIDEA	ENSMUSG00000024526	Cidea
ENSCAFG00000018832	5	TUBB6	ENSG00000176014	TUBB6	ENSMUSG00000001473	Tubb6
ENSCAFG00000018844	3	ADAMTS12	ENSG00000151388	ADAMTS12	ENSMUSG00000047497	Adamts12
ENSCAFG00000018850	9	HS6ST2	ENSG00000171004	HS6ST2	ENSMUSG00000062184	Hs6st2
ENSCAFG00000018852	2	TNFRSF17	ENSG00000048462	TNFRSF17	ENSMUSG00000022496	Tnfrsf17
ENSCAFG00000018864	8	GPC3	ENSG00000147257	GPC3	ENSMUSG00000055653	Gpc3
ENSCAFG00000018869	8	C5H1orf87	ENSG00000162598	C1orf87	ENSMUSG00000078639	Gm12695
ENSCAFG00000018877	8	NPR3	ENSG00000113389	NPR3	ENSMUSG00000022206	Npr3
ENSCAFG00000018883	7	PIPOX	ENSG00000179761	PIPOX	ENSMUSG00000017453	Pipox
ENSCAFG00000018884	7	FGGY	ENSG00000172456	FGGY	ENSMUSG00000028573	Fggy
ENSCAFG00000018890	11	TXNDC11	ENSG00000153066	TXNDC11	ENSMUSG00000022498	Txndc11
ENSCAFG00000018904	6	SNN	ENSG00000184602	SNN	ENSMUSG00000037972	Snn
ENSCAFG00000018922	1	ABHD15	ENSG00000168792	ABHD15	ENSMUSG00000000686	Abhd15
ENSCAFG00000018931	6	CIITA	ENSG00000179583	CIITA	ENSMUSG00000022504	Ciita
ENSCAFG00000018932	3	FHL1	ENSG00000022267	FHL1	ENSMUSG00000023092	Fhl1
ENSCAFG00000018937	1	C8B	ENSG00000021852	C8B	ENSMUSG00000029656	C8b
ENSCAFG00000018949	1	C8A	ENSG00000157131	C8A	ENSMUSG00000035031	C8a
ENSCAFG00000018952	6	ARHGEF6	ENSG00000129675	ARHGEF6	ENSMUSG00000031133	Arhgef6
ENSCAFG00000018959	8	EMP2	ENSG00000213853	EMP2	ENSMUSG00000022505	Emp2
ENSCAFG00000018965	6	SSH2	ENSG00000141298	SSH2	ENSMUSG00000037926	Ssh2
ENSCAFG00000018989	9	BSND	ENSG00000162399	BSND	ENSMUSG00000025418	Bsnd
ENSCAFG00000018998	1	F9	ENSG00000101981	F9	ENSMUSG00000031138	F9
ENSCAFG00000019003	11	CARHSP1	ENSG00000153048	CARHSP1	ENSMUSG00000008393	Carhsp1
ENSCAFG00000019008	11	MYDGF	ENSG00000074842	MYDGF	ENSMUSG00000019579	Mydgf
ENSCAFG00000019009	9	TMIGD1	ENSG00000182271	TMIGD1	ENSMUSG00000020839	Tmigd1
ENSCAFG00000019011	1	TNFAIP8L1	ENSG00000185361	TNFAIP8L1	ENSMUSG00000044469	Tnfaip8l1
ENSCAFG00000019015	11	LRG1	ENSG00000171236	LRG1	ENSMUSG00000037095	Lrg1
ENSCAFG00000019020	7	ATP11C	ENSG00000101974	ATP11C	ENSMUSG00000062949	Atp11c
ENSCAFG00000019030	7	ABAT	ENSG00000183044	ABAT	ENSMUSG00000057880	Abat
ENSCAFG00000019035	11	MRPL37	ENSG00000116221	MRPL37	ENSMUSG00000028622	Mrpl37
ENSCAFG00000019036	10	LIPG	ENSG00000101670	LIPG	ENSMUSG00000053846	Lipg
ENSCAFG00000019060	2	ABR	ENSG00000159842	ABR	ENSMUSG00000017631	Abr
ENSCAFG00000019066	8	LDLRAD1	ENSG00000203985	LDLRAD1	ENSMUSG00000070877	Ldlrad1
ENSCAFG00000019070	2	CHAF1A	ENSG00000167670	CHAF1A	ENSMUSG00000002835	Chaf1a
ENSCAFG00000019071	5	TRARG1	ENSG00000184811	TRARG1	ENSMUSG00000046275	Trarg1
ENSCAFG00000019077	11	YIPF1	ENSG00000058799	YIPF1	ENSMUSG00000057375	Yipf1
ENSCAFG00000019080	2	ZBTB7C	ENSG00000184828	ZBTB7C	ENSMUSG00000044646	Zbtb7c
ENSCAFG00000019098	2	FSD1	ENSG00000105255	FSD1	ENSMUSG00000011589	Fsd1
ENSCAFG00000019126	1	CREB3L3	ENSG00000060566	CREB3L3	ENSMUSG00000035041	Creb3l3
ENSCAFG00000019172	1	NSDHL	ENSG00000147383	NSDHL	ENSMUSG00000031349	Nsdhl
ENSCAFG00000019187	6	MATK	ENSG00000007264	MATK	ENSMUSG00000004933	Matk
ENSCAFG00000019207	7	HMOX2	ENSG00000103415	HMOX2	ENSMUSG00000004070	Hmox2
ENSCAFG00000019212	7	DNAJA3	ENSG00000103423	DNAJA3	ENSMUSG00000004069	Dnaja3
ENSCAFG00000019224	5	VASN	ENSG00000168140	VASN	ENSMUSG00000039646	Vasn
ENSCAFG00000019240	7	SERPINF2	ENSG00000167711	SERPINF2	ENSMUSG00000038224	Serpinf2
ENSCAFG00000019241	9	DUSP9	ENSG00000130829	DUSP9	ENSMUSG00000031383	Dusp9
ENSCAFG00000019278	6	S1PR4	ENSG00000125910	S1PR4	ENSMUSG00000044199	S1pr4
ENSCAFG00000019305	0	RAP1GAP2	ENSG00000132359	RAP1GAP2	ENSMUSG00000038807	Rap1gap2
ENSCAFG00000019309	6	MMP25	ENSG00000008516	MMP25	ENSMUSG00000023903	Mmp25
ENSCAFG00000019312	4	BICDL2	ENSG00000162069	BICDL2	ENSMUSG00000043782	Bicdl2
ENSCAFG00000019330	7	ASPA	ENSG00000108381	ASPA	ENSMUSG00000020774	Aspa
ENSCAFG00000019362	9	L1CAM	ENSG00000198910	L1CAM	ENSMUSG00000031391	L1cam
ENSCAFG00000019370	2	HASPIN	ENSG00000177602	HASPIN	ENSMUSG00000050107	Haspin
ENSCAFG00000019377	0	CAMKK1	ENSG00000004660	CAMKK1	ENSMUSG00000020785	Camkk1
ENSCAFG00000019381	10	PRKCZ	ENSG00000067606	PRKCZ	ENSMUSG00000029053	Prkcz
ENSCAFG00000019392	0	RAB26	ENSG00000167964	RAB26	ENSMUSG00000079657	Rab26
ENSCAFG00000019449	8	SLC9A3R2	ENSG00000065054	SLC9A3R2	ENSMUSG00000002504	Slc9a3r2
ENSCAFG00000019464	9	SLC34A3	ENSG00000198569	SLC34A3	ENSMUSG00000006469	Slc34a3
ENSCAFG00000019474	10	ARHGEF16	ENSG00000130762	ARHGEF16	ENSMUSG00000029032	Arhgef16
ENSCAFG00000019489	5	TP73	ENSG00000078900	TP73	ENSMUSG00000029026	Trp73
ENSCAFG00000019490	11	HAGH	ENSG00000063854	HAGH	ENSMUSG00000024158	Hagh
ENSCAFG00000019493	11	IGFALS	ENSG00000099769	IGFALS	ENSMUSG00000046070	Igfals
ENSCAFG00000019521	5	FLNA	ENSG00000196924	FLNA	ENSMUSG00000031328	Flna
ENSCAFG00000019526	6	FUT7	ENSG00000180549	FUT7	ENSMUSG00000036587	Fut7
ENSCAFG00000019537	11	C8G	ENSG00000176919	C8G	ENSMUSG00000015083	C8g
ENSCAFG00000019552	6	ARHGAP45	ENSG00000180448	ARHGAP45	ENSMUSG00000035697	Arhgap45
ENSCAFG00000019569	11	AGPAT2	ENSG00000169692	AGPAT2	ENSMUSG00000026922	Agpat2
ENSCAFG00000019583	11	GNPTG	ENSG00000090581	GNPTG	ENSMUSG00000035521	Gnptg
ENSCAFG00000019597	8		ENSG00000163060	TEKT4	ENSMUSG00000024175	Tekt4
ENSCAFG00000019663	9	PRR35	ENSG00000161992	PRR35	ENSMUSG00000025727	A930017K11Rik
ENSCAFG00000019669	6	ELANE	ENSG00000197561	ELANE	ENSMUSG00000020125	Elane
ENSCAFG00000019672	11	PMPCA	ENSG00000165688	PMPCA	ENSMUSG00000026926	Pmpca
ENSCAFG00000019676	7	ERRFI1	ENSG00000116285	ERRFI1	ENSMUSG00000028967	Errfi1
ENSCAFG00000019682	11	MRPL28	ENSG00000086504	MRPL28	ENSMUSG00000024181	Mrpl28
ENSCAFG00000019685	6	CARD9	ENSG00000187796	CARD9	ENSMUSG00000026928	Card9
ENSCAFG00000019694	0	GPSM1	ENSG00000160360	GPSM1	ENSMUSG00000026930	Gpsm1
ENSCAFG00000019701	8	CCDC187	ENSG00000260220	CCDC187	ENSMUSG00000048038	Ccdc187
ENSCAFG00000019720	2	MADCAM1	ENSG00000099866	MADCAM1	ENSMUSG00000020310	Madcam1
ENSCAFG00000019735	6	PIK3CD	ENSG00000171608	PIK3CD	ENSMUSG00000039936	Pik3cd
ENSCAFG00000019738	7	ATP5PB	ENSG00000116459	ATP5PB	ENSMUSG00000000563	Atp5pb
ENSCAFG00000019740	3	CLSTN1	ENSG00000171603	CLSTN1	ENSMUSG00000039953	Clstn1
ENSCAFG00000019764	6	DENND2D	ENSG00000162777	DENND2D	ENSMUSG00000027901	Dennd2d
ENSCAFG00000019772	6	CD53	ENSG00000143119	CD53	ENSMUSG00000040747	Cd53
ENSCAFG00000019794	11	SARDH	ENSG00000123453	SARDH	ENSMUSG00000009614	Sardh
ENSCAFG00000019798	6	CSF1	ENSG00000184371	CSF1	ENSMUSG00000014599	Csf1
ENSCAFG00000019805	4	EPS8L3	ENSG00000198758	EPS8L3	ENSMUSG00000040600	Eps8l3
ENSCAFG00000019811	4	SPIRE2	ENSG00000204991	SPIRE2	ENSMUSG00000010154	Spire2
ENSCAFG00000019851	4	ELAPOR1	ENSG00000116299	ELAPOR1	ENSMUSG00000040412	Elapor1
ENSCAFG00000019872	0	CEL	ENSG00000170835	CEL	ENSMUSG00000026818	Cel
ENSCAFG00000019877	6	GFI1B	ENSG00000165702	GFI1B	ENSMUSG00000026815	Gfi1b
ENSCAFG00000019886	8	AK8	ENSG00000165695	AK8	ENSMUSG00000026807	Ak8
ENSCAFG00000019891	3	AKNAD1	ENSG00000162641	AKNAD1	ENSMUSG00000049565	Aknad1
ENSCAFG00000019899	1	CA5A	ENSG00000174990	CA5A	ENSMUSG00000025317	Car5a
ENSCAFG00000019915	4	FOXL1	ENSG00000176678	FOXL1	ENSMUSG00000097084	Foxl1
ENSCAFG00000019916	5	FOXC2	ENSG00000176692	FOXC2	ENSMUSG00000046714	Foxc2
ENSCAFG00000019918	4	FOXF1	ENSG00000103241	FOXF1	ENSMUSG00000042812	Foxf1
ENSCAFG00000019919	6	IRF8	ENSG00000140968	IRF8	ENSMUSG00000041515	Irf8
ENSCAFG00000019926	9	AIF1L	ENSG00000126878	AIF1L	ENSMUSG00000001864	Aif1l
ENSCAFG00000019927	8	LAMC3	ENSG00000050555	LAMC3	ENSMUSG00000026840	Lamc3
ENSCAFG00000019934	8	CIBAR2	ENSG00000153789	CIBAR2	ENSMUSG00000042269	Cibar2
ENSCAFG00000019943	3	CRISPLD2	ENSG00000103196	CRISPLD2	ENSMUSG00000031825	Crispld2
ENSCAFG00000019945	7	ASS1	ENSG00000130707	ASS1	ENSMUSG00000076441	Ass1
ENSCAFG00000019952	4	ATP2C2	ENSG00000064270	ATP2C2	ENSMUSG00000034112	Atp2c2
ENSCAFG00000019958	3	NTNG1	ENSG00000162631	NTNG1	ENSMUSG00000059857	Ntng1
ENSCAFG00000019963	2	FNBP1	ENSG00000187239	FNBP1	ENSMUSG00000075415	Fnbp1
ENSCAFG00000019977	10	HSD17B2	ENSG00000086696	HSD17B2	ENSMUSG00000031844	Hsd17b2
ENSCAFG00000019985	3	COL11A1	ENSG00000060718	COL11A1	ENSMUSG00000027966	Col11a1
ENSCAFG00000019989	6	PLCG2	ENSG00000197943	PLCG2	ENSMUSG00000034330	Plcg2
ENSCAFG00000020006	10	BCO1	ENSG00000135697	BCO1	ENSMUSG00000031845	Bco1
ENSCAFG00000020011	7	DBT	ENSG00000137992	DBT	ENSMUSG00000000340	Dbt
ENSCAFG00000020022	2	SASS6	ENSG00000156876	SASS6	ENSMUSG00000027959	Sass6
ENSCAFG00000020023	11	PHYHD1	ENSG00000175287	PHYHD1	ENSMUSG00000079484	Phyhd1
ENSCAFG00000020027	9	MAF	ENSG00000178573	MAF	ENSMUSG00000055435	Maf
ENSCAFG00000020034	0	VAT1L	ENSG00000171724	VAT1L	ENSMUSG00000046844	Vat1l
ENSCAFG00000020035	7	NUDT7	ENSG00000140876	NUDT7	ENSMUSG00000031767	Nudt7
ENSCAFG00000020038	3	ADAMTS18	ENSG00000140873	ADAMTS18	ENSMUSG00000053399	Adamts18
ENSCAFG00000020061	5	CERCAM	ENSG00000167123	CERCAM	ENSMUSG00000039787	Cercam
ENSCAFG00000020074	8	TMEM231	ENSG00000205084	TMEM231	ENSMUSG00000031951	Tmem231
ENSCAFG00000020090	11	LDHD	ENSG00000166816	LDHD	ENSMUSG00000031958	Ldhd
ENSCAFG00000020091	11	SLC25A25	ENSG00000148339	SLC25A25	ENSMUSG00000026819	Slc25a25
ENSCAFG00000020094	2	FAM102A	ENSG00000167106	FAM102A	ENSMUSG00000039157	Fam102a
